"car_name_year"	"origin"	"specification"	"value"
"volkswagen rabbit custom_77"	"Europe"	"displacement"	97
"pontiac sunbird coupe_77"	"domestic"	"displacement"	151
"toyota corolla liftback_77"	"Asia"	"displacement"	97
"ford mustang ii 2+2_77"	"domestic"	"displacement"	140
"chevrolet chevette_77"	"domestic"	"displacement"	98
"dodge colt m/m_77"	"domestic"	"displacement"	98
"subaru dl_77"	"Asia"	"displacement"	97
"volkswagen dasher_77"	"Europe"	"displacement"	97
"datsun 810_77"	"Asia"	"displacement"	146
"bmw 320i_77"	"Europe"	"displacement"	121
"mazda rx-4_77"	"Asia"	"displacement"	80
"volkswagen rabbit custom diesel_78"	"Europe"	"displacement"	90
"ford fiesta_78"	"domestic"	"displacement"	98
"mazda glc deluxe_78"	"Asia"	"displacement"	78
"datsun b210 gx_78"	"Asia"	"displacement"	85
"honda civic cvcc_78"	"Asia"	"displacement"	91
"oldsmobile cutlass salon brougham_78"	"domestic"	"displacement"	260
"dodge diplomat_78"	"domestic"	"displacement"	318
"mercury monarch ghia_78"	"domestic"	"displacement"	302
"pontiac phoenix lj_78"	"domestic"	"displacement"	231
"chevrolet malibu_78"	"domestic"	"displacement"	200
"ford fairmont (auto)_78"	"domestic"	"displacement"	200
"ford fairmont (man)_78"	"domestic"	"displacement"	140
"plymouth volare_78"	"domestic"	"displacement"	225
"amc concord_78"	"domestic"	"displacement"	232
"buick century special_78"	"domestic"	"displacement"	231
"mercury zephyr_78"	"domestic"	"displacement"	200
"dodge aspen_78"	"domestic"	"displacement"	225
"amc concord d/l_78"	"domestic"	"displacement"	258
"chevrolet monte carlo landau_78"	"domestic"	"displacement"	305
"buick regal sport coupe (turbo)_78"	"domestic"	"displacement"	231
"ford futura_78"	"domestic"	"displacement"	302
"dodge magnum xe_78"	"domestic"	"displacement"	318
"chevrolet chevette_78"	"domestic"	"displacement"	98
"toyota corona_78"	"Asia"	"displacement"	134
"datsun 510_78"	"Asia"	"displacement"	119
"dodge omni_78"	"domestic"	"displacement"	105
"toyota celica gt liftback_78"	"Asia"	"displacement"	134
"plymouth sapporo_78"	"domestic"	"displacement"	156
"oldsmobile starfire sx_78"	"domestic"	"displacement"	151
"datsun 200-sx_78"	"Asia"	"displacement"	119
"audi 5000_78"	"Europe"	"displacement"	131
"volvo 264gl_78"	"Europe"	"displacement"	163
"saab 99gle_78"	"Europe"	"displacement"	121
"peugeot 604sl_78"	"Europe"	"displacement"	163
"volkswagen scirocco_78"	"Europe"	"displacement"	89
"honda accord lx_78"	"Asia"	"displacement"	98
"pontiac lemans v6_79"	"domestic"	"displacement"	231
"mercury zephyr 6_79"	"domestic"	"displacement"	200
"ford fairmont 4_79"	"domestic"	"displacement"	140
"amc concord dl 6_79"	"domestic"	"displacement"	232
"dodge aspen 6_79"	"domestic"	"displacement"	225
"chevrolet caprice classic_79"	"domestic"	"displacement"	305
"ford ltd landau_79"	"domestic"	"displacement"	302
"mercury grand marquis_79"	"domestic"	"displacement"	351
"dodge st. regis_79"	"domestic"	"displacement"	318
"buick estate wagon (sw)_79"	"domestic"	"displacement"	350
"ford country squire (sw)_79"	"domestic"	"displacement"	351
"chevrolet malibu classic (sw)_79"	"domestic"	"displacement"	267
"chrysler lebaron town @ country (sw)_79"	"domestic"	"displacement"	360
"vw rabbit custom_79"	"Europe"	"displacement"	89
"maxda glc deluxe_79"	"Asia"	"displacement"	86
"dodge colt hatchback custom_79"	"domestic"	"displacement"	98
"amc spirit dl_79"	"domestic"	"displacement"	121
"mercedes benz 300d_79"	"Europe"	"displacement"	183
"cadillac eldorado_79"	"domestic"	"displacement"	350
"peugeot 504_79"	"Europe"	"displacement"	141
"oldsmobile cutlass salon brougham_79"	"domestic"	"displacement"	260
"plymouth horizon_79"	"domestic"	"displacement"	105
"plymouth horizon tc3_79"	"domestic"	"displacement"	105
"datsun 210_79"	"Asia"	"displacement"	85
"fiat strada custom_79"	"Europe"	"displacement"	91
"buick skylark limited_79"	"domestic"	"displacement"	151
"chevrolet citation_79"	"domestic"	"displacement"	173
"oldsmobile omega brougham_79"	"domestic"	"displacement"	173
"pontiac phoenix_79"	"domestic"	"displacement"	151
"vw rabbit_80"	"Europe"	"displacement"	98
"toyota corolla tercel_80"	"Asia"	"displacement"	89
"chevrolet chevette_80"	"domestic"	"displacement"	98
"datsun 310_80"	"Asia"	"displacement"	86
"chevrolet citation_80"	"domestic"	"displacement"	151
"ford fairmont_80"	"domestic"	"displacement"	140
"amc concord_80"	"domestic"	"displacement"	151
"dodge aspen_80"	"domestic"	"displacement"	225
"audi 4000_80"	"Europe"	"displacement"	97
"toyota corona liftback_80"	"Asia"	"displacement"	134
"mazda 626_80"	"Asia"	"displacement"	120
"datsun 510 hatchback_80"	"Asia"	"displacement"	119
"toyota corolla_80"	"Asia"	"displacement"	108
"mazda glc_80"	"Asia"	"displacement"	86
"dodge colt_80"	"domestic"	"displacement"	156
"datsun 210_80"	"Asia"	"displacement"	85
"vw rabbit c (diesel)_80"	"Europe"	"displacement"	90
"vw dasher (diesel)_80"	"Europe"	"displacement"	90
"audi 5000s (diesel)_80"	"Europe"	"displacement"	121
"mercedes-benz 240d_80"	"Europe"	"displacement"	146
"honda civic 1500 gl_80"	"Asia"	"displacement"	91
"renault lecar deluxe_80"	"Europe"	"displacement"	85
"subaru dl_80"	"Asia"	"displacement"	97
"vokswagen rabbit_80"	"Europe"	"displacement"	89
"datsun 280-zx_80"	"Asia"	"displacement"	168
"mazda rx-7 gs_80"	"Asia"	"displacement"	70
"triumph tr7 coupe_80"	"Europe"	"displacement"	122
"ford mustang cobra_80"	"domestic"	"displacement"	140
"honda accord_80"	"Asia"	"displacement"	107
"plymouth reliant_81"	"domestic"	"displacement"	135
"buick skylark_81"	"domestic"	"displacement"	151
"dodge aries wagon (sw)_81"	"domestic"	"displacement"	156
"chevrolet citation_81"	"domestic"	"displacement"	173
"toyota starlet_81"	"Asia"	"displacement"	79
"plymouth champ_81"	"domestic"	"displacement"	86
"honda civic 1300_81"	"Asia"	"displacement"	81
"subaru_81"	"Asia"	"displacement"	97
"datsun 210 mpg_81"	"Asia"	"displacement"	85
"toyota tercel_81"	"Asia"	"displacement"	89
"mazda glc 4_81"	"Asia"	"displacement"	91
"plymouth horizon 4_81"	"domestic"	"displacement"	105
"ford escort 4w_81"	"domestic"	"displacement"	98
"ford escort 2h_81"	"domestic"	"displacement"	98
"volkswagen jetta_81"	"Europe"	"displacement"	105
"renault 18i_81"	"Europe"	"displacement"	100
"honda prelude_81"	"Asia"	"displacement"	107
"toyota corolla_81"	"Asia"	"displacement"	108
"datsun 200sx_81"	"Asia"	"displacement"	119
"mazda 626_81"	"Asia"	"displacement"	120
"peugeot 505s turbo diesel_81"	"Europe"	"displacement"	141
"volvo diesel_81"	"Europe"	"displacement"	145
"toyota cressida_81"	"Asia"	"displacement"	168
"datsun 810 maxima_81"	"Asia"	"displacement"	146
"buick century_81"	"domestic"	"displacement"	231
"oldsmobile cutlass ls_81"	"domestic"	"displacement"	350
"ford granada gl_81"	"domestic"	"displacement"	200
"chrysler lebaron salon_81"	"domestic"	"displacement"	225
"chevrolet cavalier_82"	"domestic"	"displacement"	112
"chevrolet cavalier wagon_82"	"domestic"	"displacement"	112
"chevrolet cavalier 2-door_82"	"domestic"	"displacement"	112
"pontiac j2000 se hatchback_82"	"domestic"	"displacement"	112
"dodge aries se_82"	"domestic"	"displacement"	135
"pontiac phoenix_82"	"domestic"	"displacement"	151
"ford fairmont futura_82"	"domestic"	"displacement"	140
"amc concord dl_82"	"domestic"	"displacement"	151
"volkswagen rabbit l_82"	"Europe"	"displacement"	105
"mazda glc custom l_82"	"Asia"	"displacement"	91
"mazda glc custom_82"	"Asia"	"displacement"	91
"plymouth horizon miser_82"	"domestic"	"displacement"	105
"mercury lynx l_82"	"domestic"	"displacement"	98
"nissan stanza xe_82"	"Asia"	"displacement"	120
"honda accord_82"	"Asia"	"displacement"	107
"toyota corolla_82"	"Asia"	"displacement"	108
"honda civic_82"	"Asia"	"displacement"	91
"honda civic (auto)_82"	"Asia"	"displacement"	91
"datsun 310 gx_82"	"Asia"	"displacement"	91
"buick century limited_82"	"domestic"	"displacement"	181
"oldsmobile cutlass ciera (diesel)_82"	"domestic"	"displacement"	262
"chrysler lebaron medallion_82"	"domestic"	"displacement"	156
"ford granada l_82"	"domestic"	"displacement"	232
"toyota celica gt_82"	"Asia"	"displacement"	144
"dodge charger 2.2_82"	"domestic"	"displacement"	135
"chevrolet camaro_82"	"domestic"	"displacement"	151
"ford mustang gl_82"	"domestic"	"displacement"	140
"vw pickup_82"	"Europe"	"displacement"	97
"dodge rampage_82"	"domestic"	"displacement"	135
"ford ranger_82"	"domestic"	"displacement"	120
"chevy s-10_82"	"domestic"	"displacement"	119
"chevrolet chevelle malibu_70"	"domestic"	"horsepower"	130
"buick skylark 320_70"	"domestic"	"horsepower"	165
"plymouth satellite_70"	"domestic"	"horsepower"	150
"amc rebel sst_70"	"domestic"	"horsepower"	150
"ford torino_70"	"domestic"	"horsepower"	140
"ford galaxie 500_70"	"domestic"	"horsepower"	198
"chevrolet impala_70"	"domestic"	"horsepower"	220
"plymouth fury iii_70"	"domestic"	"horsepower"	215
"pontiac catalina_70"	"domestic"	"horsepower"	225
"amc ambassador dpl_70"	"domestic"	"horsepower"	190
"dodge challenger se_70"	"domestic"	"horsepower"	170
"plymouth 'cuda 340_70"	"domestic"	"horsepower"	160
"chevrolet monte carlo_70"	"domestic"	"horsepower"	150
"buick estate wagon (sw)_70"	"domestic"	"horsepower"	225
"toyota corona mark ii_70"	"Asia"	"horsepower"	95
"plymouth duster_70"	"domestic"	"horsepower"	95
"amc hornet_70"	"domestic"	"horsepower"	97
"ford maverick_70"	"domestic"	"horsepower"	85
"datsun pl510_70"	"Asia"	"horsepower"	88
"volkswagen 1131 deluxe sedan_70"	"Europe"	"horsepower"	46
"peugeot 504_70"	"Europe"	"horsepower"	87
"audi 100 ls_70"	"Europe"	"horsepower"	90
"saab 99e_70"	"Europe"	"horsepower"	95
"bmw 2002_70"	"Europe"	"horsepower"	113
"amc gremlin_70"	"domestic"	"horsepower"	90
"ford f250_70"	"domestic"	"horsepower"	215
"chevy c20_70"	"domestic"	"horsepower"	200
"dodge d200_70"	"domestic"	"horsepower"	210
"hi 1200d_70"	"domestic"	"horsepower"	193
"datsun pl510_71"	"Asia"	"horsepower"	88
"chevrolet vega 2300_71"	"domestic"	"horsepower"	90
"toyota corona_71"	"Asia"	"horsepower"	95
"amc gremlin_71"	"domestic"	"horsepower"	100
"plymouth satellite custom_71"	"domestic"	"horsepower"	105
"chevrolet chevelle malibu_71"	"domestic"	"horsepower"	100
"ford torino 500_71"	"domestic"	"horsepower"	88
"amc matador_71"	"domestic"	"horsepower"	100
"chevrolet impala_71"	"domestic"	"horsepower"	165
"pontiac catalina brougham_71"	"domestic"	"horsepower"	175
"ford galaxie 500_71"	"domestic"	"horsepower"	153
"plymouth fury iii_71"	"domestic"	"horsepower"	150
"dodge monaco (sw)_71"	"domestic"	"horsepower"	180
"ford country squire (sw)_71"	"domestic"	"horsepower"	170
"pontiac safari (sw)_71"	"domestic"	"horsepower"	175
"amc hornet sportabout (sw)_71"	"domestic"	"horsepower"	110
"chevrolet vega (sw)_71"	"domestic"	"horsepower"	72
"pontiac firebird_71"	"domestic"	"horsepower"	100
"ford mustang_71"	"domestic"	"horsepower"	88
"mercury capri 2000_71"	"domestic"	"horsepower"	86
"opel 1900_71"	"Europe"	"horsepower"	90
"peugeot 304_71"	"Europe"	"horsepower"	70
"fiat 124b_71"	"Europe"	"horsepower"	76
"toyota corolla 1200_71"	"Asia"	"horsepower"	65
"datsun 1200_71"	"Asia"	"horsepower"	69
"volkswagen model 111_71"	"Europe"	"horsepower"	60
"plymouth cricket_71"	"domestic"	"horsepower"	70
"toyota corona hardtop_72"	"Asia"	"horsepower"	95
"dodge colt hardtop_72"	"domestic"	"horsepower"	80
"volkswagen type 3_72"	"Europe"	"horsepower"	54
"chevrolet vega_72"	"domestic"	"horsepower"	90
"ford pinto runabout_72"	"domestic"	"horsepower"	86
"chevrolet impala_72"	"domestic"	"horsepower"	165
"pontiac catalina_72"	"domestic"	"horsepower"	175
"plymouth fury iii_72"	"domestic"	"horsepower"	150
"ford galaxie 500_72"	"domestic"	"horsepower"	153
"amc ambassador sst_72"	"domestic"	"horsepower"	150
"mercury marquis_72"	"domestic"	"horsepower"	208
"buick lesabre custom_72"	"domestic"	"horsepower"	155
"oldsmobile delta 88 royale_72"	"domestic"	"horsepower"	160
"chrysler newport royal_72"	"domestic"	"horsepower"	190
"mazda rx2 coupe_72"	"Asia"	"horsepower"	97
"amc matador (sw)_72"	"domestic"	"horsepower"	150
"chevrolet chevelle concours (sw)_72"	"domestic"	"horsepower"	130
"ford gran torino (sw)_72"	"domestic"	"horsepower"	140
"plymouth satellite custom (sw)_72"	"domestic"	"horsepower"	150
"volvo 145e (sw)_72"	"Europe"	"horsepower"	112
"volkswagen 411 (sw)_72"	"Europe"	"horsepower"	76
"peugeot 504 (sw)_72"	"Europe"	"horsepower"	87
"renault 12 (sw)_72"	"Europe"	"horsepower"	69
"ford pinto (sw)_72"	"domestic"	"horsepower"	86
"datsun 510 (sw)_72"	"Asia"	"horsepower"	92
"toyouta corona mark ii (sw)_72"	"Asia"	"horsepower"	97
"dodge colt (sw)_72"	"domestic"	"horsepower"	80
"toyota corolla 1600 (sw)_72"	"Asia"	"horsepower"	88
"buick century 350_73"	"domestic"	"horsepower"	175
"amc matador_73"	"domestic"	"horsepower"	150
"chevrolet malibu_73"	"domestic"	"horsepower"	145
"ford gran torino_73"	"domestic"	"horsepower"	137
"dodge coronet custom_73"	"domestic"	"horsepower"	150
"mercury marquis brougham_73"	"domestic"	"horsepower"	198
"chevrolet caprice classic_73"	"domestic"	"horsepower"	150
"ford ltd_73"	"domestic"	"horsepower"	158
"plymouth fury gran sedan_73"	"domestic"	"horsepower"	150
"chrysler new yorker brougham_73"	"domestic"	"horsepower"	215
"buick electra 225 custom_73"	"domestic"	"horsepower"	225
"amc ambassador brougham_73"	"domestic"	"horsepower"	175
"plymouth valiant_73"	"domestic"	"horsepower"	105
"chevrolet nova custom_73"	"domestic"	"horsepower"	100
"amc hornet_73"	"domestic"	"horsepower"	100
"ford maverick_73"	"domestic"	"horsepower"	88
"plymouth duster_73"	"domestic"	"horsepower"	95
"volkswagen super beetle_73"	"Europe"	"horsepower"	46
"chevrolet impala_73"	"domestic"	"horsepower"	150
"ford country_73"	"domestic"	"horsepower"	167
"plymouth custom suburb_73"	"domestic"	"horsepower"	170
"oldsmobile vista cruiser_73"	"domestic"	"horsepower"	180
"amc gremlin_73"	"domestic"	"horsepower"	100
"toyota carina_73"	"Asia"	"horsepower"	88
"chevrolet vega_73"	"domestic"	"horsepower"	72
"datsun 610_73"	"Asia"	"horsepower"	94
"maxda rx3_73"	"Asia"	"horsepower"	90
"ford pinto_73"	"domestic"	"horsepower"	85
"mercury capri v6_73"	"domestic"	"horsepower"	107
"fiat 124 sport coupe_73"	"Europe"	"horsepower"	90
"chevrolet monte carlo s_73"	"domestic"	"horsepower"	145
"pontiac grand prix_73"	"domestic"	"horsepower"	230
"fiat 128_73"	"Europe"	"horsepower"	49
"opel manta_73"	"Europe"	"horsepower"	75
"audi 100ls_73"	"Europe"	"horsepower"	91
"volvo 144ea_73"	"Europe"	"horsepower"	112
"dodge dart custom_73"	"domestic"	"horsepower"	150
"saab 99le_73"	"Europe"	"horsepower"	110
"toyota mark ii_73"	"Asia"	"horsepower"	122
"oldsmobile omega_73"	"domestic"	"horsepower"	180
"plymouth duster_74"	"domestic"	"horsepower"	95
"amc hornet_74"	"domestic"	"horsepower"	100
"chevrolet nova_74"	"domestic"	"horsepower"	100
"datsun b210_74"	"Asia"	"horsepower"	67
"ford pinto_74"	"domestic"	"horsepower"	80
"toyota corolla 1200_74"	"Asia"	"horsepower"	65
"chevrolet vega_74"	"domestic"	"horsepower"	75
"chevrolet chevelle malibu classic_74"	"domestic"	"horsepower"	100
"amc matador_74"	"domestic"	"horsepower"	110
"plymouth satellite sebring_74"	"domestic"	"horsepower"	105
"ford gran torino_74"	"domestic"	"horsepower"	140
"buick century luxus (sw)_74"	"domestic"	"horsepower"	150
"dodge coronet custom (sw)_74"	"domestic"	"horsepower"	150
"ford gran torino (sw)_74"	"domestic"	"horsepower"	140
"amc matador (sw)_74"	"domestic"	"horsepower"	150
"audi fox_74"	"Europe"	"horsepower"	83
"volkswagen dasher_74"	"Europe"	"horsepower"	67
"opel manta_74"	"Europe"	"horsepower"	78
"toyota corona_74"	"Asia"	"horsepower"	52
"datsun 710_74"	"Asia"	"horsepower"	61
"dodge colt_74"	"domestic"	"horsepower"	75
"fiat 128_74"	"Europe"	"horsepower"	75
"fiat 124 tc_74"	"Europe"	"horsepower"	75
"honda civic_74"	"Asia"	"horsepower"	97
"subaru_74"	"Asia"	"horsepower"	93
"fiat x1.9_74"	"Europe"	"horsepower"	67
"plymouth valiant custom_75"	"domestic"	"horsepower"	95
"chevrolet nova_75"	"domestic"	"horsepower"	105
"mercury monarch_75"	"domestic"	"horsepower"	72
"ford maverick_75"	"domestic"	"horsepower"	72
"pontiac catalina_75"	"domestic"	"horsepower"	170
"chevrolet bel air_75"	"domestic"	"horsepower"	145
"plymouth grand fury_75"	"domestic"	"horsepower"	150
"ford ltd_75"	"domestic"	"horsepower"	148
"buick century_75"	"domestic"	"horsepower"	110
"chevroelt chevelle malibu_75"	"domestic"	"horsepower"	105
"amc matador_75"	"domestic"	"horsepower"	110
"plymouth fury_75"	"domestic"	"horsepower"	95
"buick skyhawk_75"	"domestic"	"horsepower"	110
"chevrolet monza 2+2_75"	"domestic"	"horsepower"	110
"ford mustang ii_75"	"domestic"	"horsepower"	129
"toyota corolla_75"	"Asia"	"horsepower"	75
"ford pinto_75"	"domestic"	"horsepower"	83
"amc gremlin_75"	"domestic"	"horsepower"	100
"pontiac astro_75"	"domestic"	"horsepower"	78
"toyota corona_75"	"Asia"	"horsepower"	96
"volkswagen dasher_75"	"Europe"	"horsepower"	71
"datsun 710_75"	"Asia"	"horsepower"	97
"volkswagen rabbit_75"	"Europe"	"horsepower"	70
"amc pacer_75"	"domestic"	"horsepower"	90
"audi 100ls_75"	"Europe"	"horsepower"	95
"peugeot 504_75"	"Europe"	"horsepower"	88
"volvo 244dl_75"	"Europe"	"horsepower"	98
"saab 99le_75"	"Europe"	"horsepower"	115
"honda civic cvcc_75"	"Asia"	"horsepower"	53
"fiat 131_76"	"Europe"	"horsepower"	86
"opel 1900_76"	"Europe"	"horsepower"	81
"capri ii_76"	"domestic"	"horsepower"	92
"dodge colt_76"	"domestic"	"horsepower"	79
"renault 12tl_76"	"Europe"	"horsepower"	83
"chevrolet chevelle malibu classic_76"	"domestic"	"horsepower"	140
"dodge coronet brougham_76"	"domestic"	"horsepower"	150
"amc matador_76"	"domestic"	"horsepower"	120
"ford gran torino_76"	"domestic"	"horsepower"	152
"plymouth valiant_76"	"domestic"	"horsepower"	100
"chevrolet nova_76"	"domestic"	"horsepower"	105
"ford maverick_76"	"domestic"	"horsepower"	81
"amc hornet_76"	"domestic"	"horsepower"	90
"chevrolet chevette_76"	"domestic"	"horsepower"	52
"chevrolet woody_76"	"domestic"	"horsepower"	60
"vw rabbit_76"	"Europe"	"horsepower"	70
"honda civic_76"	"Asia"	"horsepower"	53
"dodge aspen se_76"	"domestic"	"horsepower"	100
"ford granada ghia_76"	"domestic"	"horsepower"	78
"pontiac ventura sj_76"	"domestic"	"horsepower"	110
"amc pacer d/l_76"	"domestic"	"horsepower"	95
"volkswagen rabbit_76"	"Europe"	"horsepower"	71
"datsun b-210_76"	"Asia"	"horsepower"	70
"toyota corolla_76"	"Asia"	"horsepower"	75
"ford pinto_76"	"domestic"	"horsepower"	72
"volvo 245_76"	"Europe"	"horsepower"	102
"plymouth volare premier v8_76"	"domestic"	"horsepower"	150
"peugeot 504_76"	"Europe"	"horsepower"	88
"toyota mark ii_76"	"Asia"	"horsepower"	108
"mercedes-benz 280s_76"	"Europe"	"horsepower"	120
"cadillac seville_76"	"domestic"	"horsepower"	180
"chevy c10_76"	"domestic"	"horsepower"	145
"ford f108_76"	"domestic"	"horsepower"	130
"dodge d100_76"	"domestic"	"horsepower"	150
"honda accord cvcc_77"	"Asia"	"horsepower"	68
"buick opel isuzu deluxe_77"	"domestic"	"horsepower"	80
"renault 5 gtl_77"	"Europe"	"horsepower"	58
"plymouth arrow gs_77"	"domestic"	"horsepower"	96
"datsun f-10 hatchback_77"	"Asia"	"horsepower"	70
"chevrolet caprice classic_77"	"domestic"	"horsepower"	145
"oldsmobile cutlass supreme_77"	"domestic"	"horsepower"	110
"dodge monaco brougham_77"	"domestic"	"horsepower"	145
"mercury cougar brougham_77"	"domestic"	"horsepower"	130
"chevrolet concours_77"	"domestic"	"horsepower"	110
"buick skylark_77"	"domestic"	"horsepower"	105
"plymouth volare custom_77"	"domestic"	"horsepower"	100
"ford granada_77"	"domestic"	"horsepower"	98
"pontiac grand prix lj_77"	"domestic"	"horsepower"	180
"chevrolet monte carlo landau_77"	"domestic"	"horsepower"	170
"chrysler cordoba_77"	"domestic"	"horsepower"	190
"ford thunderbird_77"	"domestic"	"horsepower"	149
"volkswagen rabbit custom_77"	"Europe"	"horsepower"	78
"pontiac sunbird coupe_77"	"domestic"	"horsepower"	88
"toyota corolla liftback_77"	"Asia"	"horsepower"	75
"ford mustang ii 2+2_77"	"domestic"	"horsepower"	89
"chevrolet chevette_77"	"domestic"	"horsepower"	63
"dodge colt m/m_77"	"domestic"	"horsepower"	83
"subaru dl_77"	"Asia"	"horsepower"	67
"volkswagen dasher_77"	"Europe"	"horsepower"	78
"datsun 810_77"	"Asia"	"horsepower"	97
"bmw 320i_77"	"Europe"	"horsepower"	110
"mazda rx-4_77"	"Asia"	"horsepower"	110
"volkswagen rabbit custom diesel_78"	"Europe"	"horsepower"	48
"ford fiesta_78"	"domestic"	"horsepower"	66
"mazda glc deluxe_78"	"Asia"	"horsepower"	52
"datsun b210 gx_78"	"Asia"	"horsepower"	70
"honda civic cvcc_78"	"Asia"	"horsepower"	60
"oldsmobile cutlass salon brougham_78"	"domestic"	"horsepower"	110
"dodge diplomat_78"	"domestic"	"horsepower"	140
"mercury monarch ghia_78"	"domestic"	"horsepower"	139
"pontiac phoenix lj_78"	"domestic"	"horsepower"	105
"chevrolet malibu_78"	"domestic"	"horsepower"	95
"ford fairmont (auto)_78"	"domestic"	"horsepower"	85
"ford fairmont (man)_78"	"domestic"	"horsepower"	88
"plymouth volare_78"	"domestic"	"horsepower"	100
"amc concord_78"	"domestic"	"horsepower"	90
"buick century special_78"	"domestic"	"horsepower"	105
"mercury zephyr_78"	"domestic"	"horsepower"	85
"dodge aspen_78"	"domestic"	"horsepower"	110
"amc concord d/l_78"	"domestic"	"horsepower"	120
"chevrolet monte carlo landau_78"	"domestic"	"horsepower"	145
"buick regal sport coupe (turbo)_78"	"domestic"	"horsepower"	165
"ford futura_78"	"domestic"	"horsepower"	139
"dodge magnum xe_78"	"domestic"	"horsepower"	140
"chevrolet chevette_78"	"domestic"	"horsepower"	68
"toyota corona_78"	"Asia"	"horsepower"	95
"datsun 510_78"	"Asia"	"horsepower"	97
"dodge omni_78"	"domestic"	"horsepower"	75
"toyota celica gt liftback_78"	"Asia"	"horsepower"	95
"plymouth sapporo_78"	"domestic"	"horsepower"	105
"oldsmobile starfire sx_78"	"domestic"	"horsepower"	85
"datsun 200-sx_78"	"Asia"	"horsepower"	97
"audi 5000_78"	"Europe"	"horsepower"	103
"volvo 264gl_78"	"Europe"	"horsepower"	125
"saab 99gle_78"	"Europe"	"horsepower"	115
"peugeot 604sl_78"	"Europe"	"horsepower"	133
"volkswagen scirocco_78"	"Europe"	"horsepower"	71
"honda accord lx_78"	"Asia"	"horsepower"	68
"pontiac lemans v6_79"	"domestic"	"horsepower"	115
"mercury zephyr 6_79"	"domestic"	"horsepower"	85
"ford fairmont 4_79"	"domestic"	"horsepower"	88
"amc concord dl 6_79"	"domestic"	"horsepower"	90
"dodge aspen 6_79"	"domestic"	"horsepower"	110
"chevrolet caprice classic_79"	"domestic"	"horsepower"	130
"ford ltd landau_79"	"domestic"	"horsepower"	129
"mercury grand marquis_79"	"domestic"	"horsepower"	138
"dodge st. regis_79"	"domestic"	"horsepower"	135
"buick estate wagon (sw)_79"	"domestic"	"horsepower"	155
"ford country squire (sw)_79"	"domestic"	"horsepower"	142
"chevrolet malibu classic (sw)_79"	"domestic"	"horsepower"	125
"chrysler lebaron town @ country (sw)_79"	"domestic"	"horsepower"	150
"vw rabbit custom_79"	"Europe"	"horsepower"	71
"maxda glc deluxe_79"	"Asia"	"horsepower"	65
"dodge colt hatchback custom_79"	"domestic"	"horsepower"	80
"amc spirit dl_79"	"domestic"	"horsepower"	80
"mercedes benz 300d_79"	"Europe"	"horsepower"	77
"cadillac eldorado_79"	"domestic"	"horsepower"	125
"peugeot 504_79"	"Europe"	"horsepower"	71
"oldsmobile cutlass salon brougham_79"	"domestic"	"horsepower"	90
"plymouth horizon_79"	"domestic"	"horsepower"	70
"plymouth horizon tc3_79"	"domestic"	"horsepower"	70
"datsun 210_79"	"Asia"	"horsepower"	65
"fiat strada custom_79"	"Europe"	"horsepower"	69
"buick skylark limited_79"	"domestic"	"horsepower"	90
"chevrolet citation_79"	"domestic"	"horsepower"	115
"oldsmobile omega brougham_79"	"domestic"	"horsepower"	115
"pontiac phoenix_79"	"domestic"	"horsepower"	90
"vw rabbit_80"	"Europe"	"horsepower"	76
"toyota corolla tercel_80"	"Asia"	"horsepower"	60
"chevrolet chevette_80"	"domestic"	"horsepower"	70
"datsun 310_80"	"Asia"	"horsepower"	65
"chevrolet citation_80"	"domestic"	"horsepower"	90
"ford fairmont_80"	"domestic"	"horsepower"	88
"amc concord_80"	"domestic"	"horsepower"	90
"dodge aspen_80"	"domestic"	"horsepower"	90
"audi 4000_80"	"Europe"	"horsepower"	78
"toyota corona liftback_80"	"Asia"	"horsepower"	90
"mazda 626_80"	"Asia"	"horsepower"	75
"datsun 510 hatchback_80"	"Asia"	"horsepower"	92
"toyota corolla_80"	"Asia"	"horsepower"	75
"mazda glc_80"	"Asia"	"horsepower"	65
"dodge colt_80"	"domestic"	"horsepower"	105
"datsun 210_80"	"Asia"	"horsepower"	65
"vw rabbit c (diesel)_80"	"Europe"	"horsepower"	48
"vw dasher (diesel)_80"	"Europe"	"horsepower"	48
"audi 5000s (diesel)_80"	"Europe"	"horsepower"	67
"mercedes-benz 240d_80"	"Europe"	"horsepower"	67
"honda civic 1500 gl_80"	"Asia"	"horsepower"	67
"subaru dl_80"	"Asia"	"horsepower"	67
"vokswagen rabbit_80"	"Europe"	"horsepower"	62
"datsun 280-zx_80"	"Asia"	"horsepower"	132
"mazda rx-7 gs_80"	"Asia"	"horsepower"	100
"triumph tr7 coupe_80"	"Europe"	"horsepower"	88
"honda accord_80"	"Asia"	"horsepower"	72
"plymouth reliant_81"	"domestic"	"horsepower"	84
"buick skylark_81"	"domestic"	"horsepower"	84
"dodge aries wagon (sw)_81"	"domestic"	"horsepower"	92
"chevrolet citation_81"	"domestic"	"horsepower"	110
"toyota starlet_81"	"Asia"	"horsepower"	58
"plymouth champ_81"	"domestic"	"horsepower"	64
"honda civic 1300_81"	"Asia"	"horsepower"	60
"subaru_81"	"Asia"	"horsepower"	67
"datsun 210 mpg_81"	"Asia"	"horsepower"	65
"toyota tercel_81"	"Asia"	"horsepower"	62
"mazda glc 4_81"	"Asia"	"horsepower"	68
"plymouth horizon 4_81"	"domestic"	"horsepower"	63
"ford escort 4w_81"	"domestic"	"horsepower"	65
